Original Hotel Name,Hotel Name,Geometry,restaurant,shopping_mall,tourist_attraction,cafe,bar,supermarket,park,point_of_interest,lodging,museum
Hotel Stratford,Premier Inn London Stratford hotel,"{'lat': 51.544128, 'lng': -0.009162}",3,1,1,0,0,0,1,18,8,0
The Pickwick Hotel,The Pickwick Hotel,"{'lat': 37.7830396, 'lng': -122.4065999}",0,0,0,0,0,0,0,18,18,0
Hotel Zephyr San Francisco,Hotel Zephyr San Francisco,"{'lat': 37.8077617, 'lng': -122.4132228}",2,1,3,0,0,0,0,18,10,0
San Mateo Marriott San Francisco Airport,San Mateo Marriott San Francisco Airport,"{'lat': 37.5565187, 'lng': -122.3008423}",1,1,0,0,0,0,0,18,10,0
Hyatt Regency San Francisco Downtown Soma,Hyatt Regency San Francisco Downtown Soma,"{'lat': 37.7865755, 'lng': -122.4031202}",0,0,0,0,0,0,0,18,18,0
The Dylan Hotel at SFO,The Dylan Hotel at SFO,"{'lat': 37.5977778, 'lng': -122.3861111}",0,0,0,0,0,0,0,18,18,0
Grant Plaza Hotel,Grant Plaza Hotel,"{'lat': 37.79134320000001, 'lng': -122.4058556}",0,0,0,0,0,0,0,18,18,0
Handlery Union Square Hotel,Handlery Union Square Hotel,"{'lat': 37.7871742, 'lng': -122.4090013}",0,0,0,0,0,0,0,18,18,0
Oakland Airport Executive Hotel,Oakland Airport Executive Hotel,"{'lat': 37.7305658, 'lng': -122.1994513}",0,0,0,0,0,0,0,18,10,0
Samesun San Francisco,Samesun San Francisco,"{'lat': 37.8010185, 'lng': -122.4258066}",0,0,0,0,0,0,0,18,18,0
Inn at the Opera,Inn at the Opera,"{'lat': 37.7787928, 'lng': -122.4222608}",0,0,0,0,0,0,0,18,17,0
Warwick San Francisco,Warwick San Francisco,"{'lat': 37.7871218, 'lng': -122.4113976}",0,0,0,0,0,0,0,18,18,0
"Beacon Grand, A Union Square Hotel",Beacon Grand A Union Square Hotel,"{'lat': 37.7889746, 'lng': -122.4084128}",0,0,0,0,0,0,0,18,18,0
Hotel Focus SFO,Hotel Focus SFO,"{'lat': 37.64947799999999, 'lng': -122.4044193}",0,0,0,0,0,0,0,18,18,0
Hilton San Francisco Financial District,Hilton San Francisco Financial District,"{'lat': 37.7952284, 'lng': -122.4040729}",1,0,0,0,0,0,0,18,18,0
InterContinental San Francisco,"InterContinental San Francisco, an IHG Hotel","{'lat': 37.78205, 'lng': -122.404736}",0,0,0,0,0,0,0,18,18,0
Grand Hyatt At Sfo,Grand Hyatt At SFO,"{'lat': 37.612801, 'lng': -122.3938993}",0,0,0,0,0,0,0,18,18,0
Park Pointe Hotel,Park Pointe Hotel,"{'lat': 37.6480556, 'lng': -122.4044444}",0,0,0,0,0,0,0,18,18,0
Amsterdam Hostel San Francisco,Amsterdam Hostel San Francisco,"{'lat': 37.7893943, 'lng': -122.4123484}",0,0,0,0,0,0,0,18,18,0
Best Western Plus Grosvenor Airport Hotel,Best Western Plus Grosvenor Airport Hotel,"{'lat': 37.64330400000001, 'lng': -122.4043715}",0,0,0,0,0,0,0,18,18,0
Lombard Plaza Motel,Lombard Plaza Motel,"{'lat': 37.800342, 'lng': -122.435237}",0,0,0,0,0,0,0,18,18,0
Hilton San Francisco Union Square Hotel,Hilton San Francisco Union Square,"{'lat': 37.7857306, 'lng': -122.4101172}",0,0,0,0,0,0,0,18,18,0
Radisson Hotel Oakland Airport,Radisson Hotel Oakland Airport,"{'lat': 37.7420079, 'lng': -122.1949219}",0,0,1,0,0,0,1,18,9,0
Union Hotel,Union Inn Sdn Bhd,"{'lat': 1.5159897, 'lng': 103.6571197}",0,0,0,0,0,0,0,18,18,0
The Urban,The Urban Clinic Medical Aesthetics,"{'lat': 1.3014691, 'lng': 103.8379038}",1,1,0,0,0,0,0,18,17,0
Good Nite Inn Redwood City,Good Nite Inn Redwood City San Francisco,"{'lat': 37.4960951, 'lng': -122.2355916}",0,0,0,0,0,0,0,18,15,0
San Francisco-Great Highway,Great Hwy,"{'lat': 37.7508168, 'lng': -122.5081906}",3,1,6,0,1,0,3,18,2,3
Hilton San Francisco Airport Bayfront,Hilton San Francisco Airport Bayfront,"{'lat': 37.5899392, 'lng': -122.3427589}",2,0,0,0,0,0,0,18,16,0
The Mosser Hotel,The Mosser Hotel,"{'lat': 37.7849728, 'lng': -122.4051639}",0,0,0,0,0,0,0,18,18,0
Palihotel San Francisco,Palihotel San Francisco,"{'lat': 37.7898073, 'lng': -122.4073899}",0,0,0,0,0,0,0,18,18,0
Parc 55 San Francisco-A Hilton Hotel,Parc 55 San Francisco - a Hilton Hotel,"{'lat': 37.7848243, 'lng': -122.4090609}",0,0,0,0,0,0,0,18,18,0
Bay Bridge Inn San Francisco,Bay Bridge Inn,"{'lat': 37.7779861, 'lng': -122.4034535}",0,0,0,0,0,0,0,18,18,0
RIU Plaza Fisherman's Wharf,Hotel Riu Plaza Fisherman´s Wharf,"{'lat': 37.8074134, 'lng': -122.4134898}",2,1,3,0,0,0,0,18,10,0
SUNSET HOTEL - Downtown San Francisco,Sunset Hotel,"{'lat': 37.7803399, 'lng': -122.407627}",0,0,0,0,0,0,0,18,18,0
San Bruno/ San Francisco-SFO Airport,San Francisco International Airport,"{'lat': 37.6192526, 'lng': -122.3815739}",0,0,0,0,0,0,0,18,18,0
Hotel Griffon,Hotel Griffon,"{'lat': 37.7927002, 'lng': -122.3923344}",0,0,0,0,0,0,0,18,18,0
La Quinta Inn & Suites by Wyndham San Francisco Airport N,La Quinta by Wyndham Ellerslie Auckland,"{'lat': -36.90231050000001, 'lng': 174.8094373}",4,0,0,0,1,0,0,18,16,0
La Quinta Inn & Suites by Wyndham San Francisco Airport West,La Quinta by Wyndham Ellerslie Auckland,"{'lat': -36.90231050000001, 'lng': 174.8094373}",4,0,0,0,1,0,0,18,16,0
"The Cartwright Hotel - Union Square, BW Premier Collection","The Cartwright Hotel - Union Square, BW Premier Collection","{'lat': 37.7894522, 'lng': -122.4092132}",0,0,0,0,0,0,0,18,18,0
The Westin San Francisco Airport,The Westin San Francisco Airport,"{'lat': 37.6034616, 'lng': -122.376152}",0,0,0,0,0,0,0,18,17,0
HI San Francisco Downtown Hostel,HI San Francisco Downtown Hostel,"{'lat': 37.7865146, 'lng': -122.4095313}",0,0,0,0,0,0,0,18,18,0
DoubleTree by Hilton Hotel San Francisco Airport,DoubleTree by Hilton Hotel San Francisco Airport,"{'lat': 37.5906629, 'lng': -122.3511341}",0,0,0,0,0,0,0,18,17,0
Days Inn by Wyndham San Francisco - Lombard,Days Inn by Wyndham San Francisco - Lombard,"{'lat': 37.7995021, 'lng': -122.4404627}",0,0,0,0,0,0,1,18,17,0
HI San Francisco Fisherman's Wharf Hostel,HI San Francisco Fisherman's Wharf Hostel,"{'lat': 37.8071101, 'lng': -122.4283307}",0,0,0,0,0,0,0,18,17,0
La Quinta Inn & Suites by Wyndham Oakland Airport Coliseum,La Quinta by Wyndham Ellerslie Auckland,"{'lat': -36.90231050000001, 'lng': 174.8094373}",4,0,0,0,1,0,0,18,16,0
Hotel G San Francisco,Hotel G,"{'lat': 37.7873182, 'lng': -122.4095393}",0,0,0,0,0,0,0,18,18,0
Hotel Amari,Amari Johor Bahru,"{'lat': 1.463122, 'lng': 103.7618018}",1,0,0,1,1,0,0,18,18,0
Civic Center Motor Inn,Civic Center Motor Inn,"{'lat': 37.7726514, 'lng': -122.410788}",0,0,0,0,0,0,0,18,18,0
Hotel North Beach - Adults Only,Hotel North Beach,"{'lat': 37.7966713, 'lng': -122.405533}",1,0,0,0,0,0,0,18,18,0
Green Tortoise Hostel,Green Tortoise Hostel Seattle,"{'lat': 47.6088794, 'lng': -122.3395698}",1,0,0,0,1,0,0,18,18,0
Harbor Court Hotel,Harbor Court Hotel,"{'lat': 37.7925935, 'lng': -122.3921491}",0,0,0,0,0,0,0,18,18,0
"Staypineapple, An Elegant Hotel, Union Square","Staypineapple, An Elegant Hotel, Union Square San Francisco","{'lat': 37.7868652, 'lng': -122.4129873}",0,0,0,0,0,0,0,18,18,0
DoubleTree by Hilton San Francisco Airport South Blvd,DoubleTree by Hilton Hotel San Francisco Airport,"{'lat': 37.5906629, 'lng': -122.3511341}",0,0,0,0,0,0,0,18,17,0
Kimpton Hotel Enso,Kimpton Hotel Enso,"{'lat': 37.7866398, 'lng': -122.4303336}",0,0,0,0,0,0,0,18,13,0
San Francisco Marriott Union Square,San Francisco Marriott Union Square,"{'lat': 37.7894649, 'lng': -122.4083129}",0,0,0,0,0,0,0,18,18,0
La Quinta Inn & Suites by Wyndham Colorado Springs South AP,La Quinta by Wyndham Ellerslie Auckland,"{'lat': -36.90231050000001, 'lng': 174.8094373}",4,0,0,0,1,0,0,18,16,0
La Quinta Inn & Suites by Wyndham Colorado Springs North,La Quinta by Wyndham Ellerslie Auckland,"{'lat': -36.90231050000001, 'lng': 174.8094373}",4,0,0,0,1,0,0,18,16,0
Baymont by Wyndham Garden of the Gods/Colorado Springs,Baymont by Wyndham Garden of the Gods/Colorado Springs,"{'lat': 38.8978776, 'lng': -104.8279056}",0,0,0,0,0,0,0,18,11,0
"Cheyenne Mountain Resort, A Dolce by Wyndham","Cheyenne Mountain Resort, A Dolce by Wyndham","{'lat': 38.7846957, 'lng': -104.8244675}",4,0,1,0,0,0,0,18,10,0
La Quinta Inn by Wyndham Colorado Springs Garden of the Gods,La Quinta Inn by Wyndham Colorado Springs Garden of the Gods,"{'lat': 38.8954779, 'lng': -104.8288632}",0,0,0,0,0,0,0,18,11,0
Super 8 By Wyndham Colo. Sprs. Garden Of The Gods,Super 8 by Wyndham Colo. Sprs. Garden Of The Gods,"{'lat': 38.89801900000001, 'lng': -104.8308403}",0,0,0,0,0,0,0,18,11,0
Super 8 By Wyndham Colorado Springs Airport,Super 8 by Wyndham Colorado Springs Airport,"{'lat': 38.808149, 'lng': -104.7385459}",0,2,0,0,0,0,0,18,9,0
Econo Lodge North Academy,Econo Lodge North Academy,"{'lat': 38.948272, 'lng': -104.806611}",0,0,0,0,0,0,0,18,14,0
Howard Johnson by Wyndham Colorado Springs,Howard Johnson by Wyndham Colorado Springs,"{'lat': 38.8167625, 'lng': -104.8216815}",2,0,1,0,1,0,0,18,11,0
"The Antlers, A Wyndham Hotel","The Antlers, A Wyndham Hotel","{'lat': 38.8336216, 'lng': -104.8266784}",2,0,1,0,2,0,0,18,7,0
WOODMEN INN,Woodmen Inn,"{'lat': 38.9356719, 'lng': -104.8148096}",0,0,0,0,0,0,0,18,13,0
Extended Stay America Select Suites - Colorado Springs,Extended Stay America Select Suites - Colorado Springs,"{'lat': 38.8818648, 'lng': -104.8372282}",0,0,0,0,0,0,0,18,9,0
Holiday Inn Express & Suites Colorado Springs AFA Northgate,"Holiday Inn Express & Suites Singapore Novena, an IHG Hotel","{'lat': 1.3201291, 'lng': 103.8525169}",0,0,0,0,0,0,0,18,18,0
Days Inn by Wyndham Colorado Springs Airport,Days Inn by Wyndham Colorado Springs Airport,"{'lat': 38.8079676, 'lng': -104.7378989}",0,2,0,0,0,0,0,18,9,0
MCM Elegante Suites,MCM Eleganté Suites,"{'lat': 38.9230541, 'lng': -104.7941689}",0,0,0,0,0,0,0,18,13,0
Travelodge by Wyndham Colorado Springs/Hwy 24 E,Travelodge by Wyndham Colorado Springs Airport/Peterson AFB,"{'lat': 38.8384167, 'lng': -104.6987552}",2,0,0,0,0,1,0,18,6,0
Drury Inn & Suites Colorado Springs,Drury Inn & Suites San Antonio Near La Cantera Pkwy,"{'lat': 29.5890446, 'lng': -98.6003494}",1,0,1,0,1,0,0,18,12,0
Extended Stay America Suites - Colorado Springs - West,Extended Stay America - Colorado Springs - West,"{'lat': 38.9171158, 'lng': -104.817337}",0,0,0,0,0,0,0,18,13,0
Comfort Suites Colorado Springs East - Medical Center Area,Comfort Suites Colorado Springs East - Medical Center Area,"{'lat': 38.9130783, 'lng': -104.7179657}",1,0,0,0,0,0,0,18,2,0
Extended Stay America Select Suites - Colorado Springs - Airport,Extended Stay America Select Suites - Colorado Springs - Airport,"{'lat': 38.82348349999999, 'lng': -104.7280663}",0,2,0,0,0,0,0,18,8,0
HomeTowne Studios Colorado Springs - Airport,HomeTowne Studios Colorado Springs - Airport,"{'lat': 38.815481, 'lng': -104.7617108}",0,1,1,0,1,0,0,18,13,0
Super 8 By Wyndham Colorado Springs/Chestnut Street,Super 8 by Wyndham Colorado Springs/Chestnut Street,"{'lat': 38.8810187, 'lng': -104.8369227}",0,0,0,0,0,0,0,18,9,0
Doubletree Hotel Colorado Springs-World Arena,DoubleTree by Hilton Hotel Colorado Springs,"{'lat': 38.7944189, 'lng': -104.7996519}",4,0,0,0,0,0,0,18,11,0
Days Inn by Wyndham Colorado Springs/Garden of the Gods,Days Inn by Wyndham Colorado Springs/Garden of the Gods,"{'lat': 38.8989375, 'lng': -104.8303367}",0,0,0,0,0,0,0,18,11,0
Best Western Executive Inn and Suites,Best Western Executive Inn & Suites,"{'lat': 38.7975268, 'lng': -104.7991715}",4,0,0,0,0,0,0,18,11,0
Baymont by Wyndham Colorado Springs,Baymont by Wyndham Colorado Springs,"{'lat': 38.9487818, 'lng': -104.8064758}",0,0,0,0,0,0,0,18,14,0
Rodeway Inn & Suites,Rodeway Inn,"{'lat': 47.44748680000001, 'lng': -122.2940826}",1,0,0,0,0,0,0,18,18,0
Quality Inn & Suites Manitou Springs at Pikes Peak,The Quay Hotel West Coast,"{'lat': 1.2922982, 'lng': 103.7686088}",2,1,1,0,0,0,2,18,5,0
Colorado Springs,Colorado Springs,"{'lat': 38.8338816, 'lng': -104.8213634}",1,0,1,0,2,0,0,18,8,0
Rodeway Inn,Rodeway Inn,"{'lat': 47.44748680000001, 'lng': -122.2940826}",1,0,0,0,0,0,0,18,18,0
Quality Inn Airport,Quality Inn Airport,"{'lat': 46.1026983, 'lng': -64.7063292}",1,0,0,1,0,0,0,18,8,0
Best Western Plus Executive Residency Fillmore Inn,Best Western Plus Executive Residency Fillmore Inn,"{'lat': 38.8781563, 'lng': -104.8377601}",0,0,0,0,0,0,0,18,9,0
Colorado Springs Marriott,Colorado Springs Marriott,"{'lat': 38.9134295, 'lng': -104.8298447}",0,0,0,0,0,0,0,18,13,0
Quality Inn South,Quality Inn South,"{'lat': 38.7968881, 'lng': -104.8003987}",4,0,0,0,0,0,0,18,11,0
"Hilton Garden Inn Colorado Springs Downtown, CO",Hilton Garden Inn Colorado Springs Downtown,"{'lat': 38.8365021, 'lng': -104.8249973}",1,0,1,0,2,0,0,18,6,0
The Lodge at Flying Horse,The Lodge at Flying Horse,"{'lat': 39.0192527, 'lng': -104.7906707}",3,0,2,0,1,0,1,18,3,1
Holiday Inn Express Colorado Springs South I-25,"Holiday Inn Express & Suites Colorado Springs South I-25, an IHG Hotel","{'lat': 38.7672271, 'lng': -104.7796554}",4,0,0,0,0,0,0,18,9,0
TownePlace Suites Colorado Springs Garden of the Gods,TownePlace Suites by Marriott Colorado Springs Garden of the Gods,"{'lat': 38.8998631, 'lng': -104.8529094}",0,0,0,0,0,0,0,18,10,0
Days Inn by Wyndham Colorado Springs Air Force Academy,Days Inn by Wyndham Colorado Springs Air Force Academy,"{'lat': 38.95028730000001, 'lng': -104.8027375}",0,0,0,0,0,0,0,18,14,0
Days Inn by Wyndham Manitou Springs,Days Inn by Wyndham Manitou Springs,"{'lat': 38.8586365, 'lng': -104.8933001}",1,0,5,0,1,0,1,18,10,1
Hyatt Place Colorado Springs/garden Of The Gods,Hyatt Place Colorado Springs/Garden Of The Gods,"{'lat': 38.8950177, 'lng': -104.8323775}",0,0,0,0,0,0,0,18,11,0
Rodeway Inn Central Colorado Springs,Rodeway Inn Central Colorado Springs,"{'lat': 38.84109, 'lng': -104.749036}",0,2,1,0,1,0,0,18,7,0
Element Colorado Springs Downtown,Element Colorado Springs Downtown,"{'lat': 38.8282623, 'lng': -104.8242524}",1,0,1,0,1,0,0,18,11,0
Holiday Inn Express - Colorado Springs - First & Main,"Holiday Inn Express & Suites Colorado Springs-First & Main, an IHG Hotel","{'lat': 38.8822926, 'lng': -104.7166468}",4,0,0,0,0,0,0,18,2,0
Black Forest Lodge,Black Forest Lodge,"{'lat': 34.2433199, 'lng': -116.9049345}",0,0,0,0,0,0,1,18,16,0
"Motel 6-Colorado Springs, CO","Motel 6 Colorado Springs, CO","{'lat': 38.8805891, 'lng': -104.8374894}",0,0,0,0,0,0,0,18,9,0
Staybridge Suites Colorado Springs Ne Powers,"Staybridge Suites - Colorado Springs NE Powers, an IHG Hotel","{'lat': 38.9394073, 'lng': -104.7263946}",0,0,0,0,0,0,0,18,0,0
Motel 6 Colorado Springs CO,"Motel 6 Colorado Springs, CO","{'lat': 38.8805891, 'lng': -104.8374894}",0,0,0,0,0,0,0,18,9,0
Fairfield Inn & Suites by Marriott Colorado Springs East,Fairfield by Marriott Chow Kit Kuala Lumpur,"{'lat': 3.1689227, 'lng': 101.6981122}",1,0,0,0,1,0,0,18,17,0
Homewood Suites by Hilton Colorado Springs-North,Homewood Suites by Hilton Colorado Springs-North,"{'lat': 38.9655649, 'lng': -104.7930506}",0,0,0,0,0,0,0,18,11,0
Mystic Portal 420 Guesthouse,"Mystic Portal 420 Guest House ~ for those on ""The Road Less Traveled""","{'lat': 38.8418587, 'lng': -104.8439821}",2,0,1,0,1,0,0,18,6,0
Hampton Inn & Suites Colorado Springs-Air Force Academy-I-25,Hilton Garden Inn Singapore Serangoon,"{'lat': 1.3083868, 'lng': 103.8520416}",0,0,0,0,0,0,0,18,18,0
Hyatt House Colorado Springs Airport,Hyatt House Colorado Springs Airport,"{'lat': 38.7887344, 'lng': -104.7273517}",0,0,0,0,0,0,0,18,10,0
Hampton Inn & Suites Colorado Springs/I-25 South,Hilton Garden Inn Singapore Serangoon,"{'lat': 1.3083868, 'lng': 103.8520416}",0,0,0,0,0,0,0,18,18,0
Home2 Suites by Hilton Colorado Springs South,Home2 Suites by Hilton Colorado Springs South,"{'lat': 38.7927297, 'lng': -104.8049103}",4,0,0,0,0,0,0,18,11,0
Modern Motel,Fragrance Hotel - Ocean View,"{'lat': 1.292355, 'lng': 103.768469}",2,1,1,0,0,0,2,18,5,0
The Broadmoor,The Broadmoor,"{'lat': 38.7910791, 'lng': -104.8499124}",4,0,2,0,0,0,1,18,8,0
Hilton Garden Inn Colorado Springs Airport,Hilton Garden Inn Colorado Springs Airport,"{'lat': 38.8010723, 'lng': -104.7320276}",0,0,0,0,0,0,0,18,10,0
Holiday Inn Express Hotel & Suites Co Springs-Air Force Academy,"Holiday Inn Express Singapore Clarke Quay, an IHG Hotel","{'lat': 1.2891213, 'lng': 103.8419682}",3,3,1,1,0,0,0,18,10,0
Great Wolf Lodge - Colorado Springs Co,Great Wolf Lodge Water Park | Colorado Springs,"{'lat': 38.9958584, 'lng': -104.8113578}",1,1,1,0,1,0,0,18,4,1
Residence Inn Colorado Springs South,Residence Inn by Marriott Colorado Springs South,"{'lat': 38.7923595, 'lng': -104.796701}",4,0,0,0,0,0,0,18,10,0
Residence Inn by Marriott Colorado Springs First & Main,Residence Inn by Marriott Colorado Springs First & Main,"{'lat': 38.878002, 'lng': -104.7154698}",4,0,0,0,0,0,0,18,2,0
WoodSpring Suites Colorado Springs North - Air Force Academy,WoodSpring Suites Colorado Springs North - Air Force Academy,"{'lat': 38.98869699999999, 'lng': -104.8003404}",1,1,0,0,1,0,0,18,7,0
Garden of the Gods RV Resort,Garden of the Gods RV Resort,"{'lat': 38.8567145, 'lng': -104.8847598}",1,0,5,0,1,0,1,18,10,1
Hampton Inn Colorado Springs-Airport - Co Hotel,Hampton Inn Colorado Springs-Airport,"{'lat': 38.800517, 'lng': -104.7314599}",0,0,0,0,0,0,0,18,10,0
MainStay Suites Colorado Springs East - Medical Center Area,MainStay Suites Colorado Springs East - Medical Center Area,"{'lat': 38.9134003, 'lng': -104.7180145}",1,0,0,0,0,0,0,18,2,0
La Quinta Inn & Suites by Wyndham Denver Airport DIA,La Quinta by Wyndham Ellerslie Auckland,"{'lat': -36.90231050000001, 'lng': 174.8094373}",4,0,0,0,1,0,0,18,16,0
Ramada by Wyndham Denver International Airport,Ramada by Wyndham Denver International Airport,"{'lat': 39.8093545, 'lng': -104.7713128}",0,0,0,0,0,0,0,18,16,0
DoubleTree by Hilton Hotel Denver,DoubleTree by Hilton Hotel Denver,"{'lat': 39.7629192, 'lng': -104.9043918}",3,1,2,0,0,0,0,18,6,1
Days Inn & Suites by Wyndham Denver International Airport,Super OYO 90086 My Seven Days Inn,"{'lat': 1.5008402, 'lng': 103.8628077}",0,0,0,0,0,0,0,18,9,0
Econo Lodge Denver International Airport,Econo Lodge Denver International Airport,"{'lat': 39.771969, 'lng': -104.802353}",0,0,0,0,0,0,0,18,12,0
Catbird,Catbird,"{'lat': 38.7372953, 'lng': -83.5546375}",3,0,1,0,0,0,2,18,1,0
Cambria Hotel Denver International Airport,Cambria Hotel Denver International Airport,"{'lat': 39.7722097, 'lng': -104.8008696}",0,0,0,0,0,0,0,18,14,0
Sonesta Denver Downtown,Sonesta Denver Downtown,"{'lat': 39.74229930000001, 'lng': -104.9919402}",1,0,0,0,0,0,0,18,18,0
Days Inn by Wyndham Denver Downtown,Days Inn by Wyndham Denver Downtown,"{'lat': 39.7397284, 'lng': -104.9756466}",1,0,0,0,0,0,0,18,18,0
Holiday Inn Express Hotel & Suites Denver Airport,"Holiday Inn Express Singapore Clarke Quay, an IHG Hotel","{'lat': 1.2891213, 'lng': 103.8419682}",3,3,1,1,0,0,0,18,10,0
Super 8 By Wyndham Denver Stapleton,Super 8 by Wyndham Denver Stapleton,"{'lat': 39.7681439, 'lng': -104.9049856}",3,1,2,0,0,0,0,18,6,1
DoubleTree by Hilton Denver Cherry Creek,DoubleTree by Hilton Denver Cherry Creek,"{'lat': 39.70789329999999, 'lng': -104.9411233}",1,0,0,0,1,0,0,18,10,0
Hilton Denver City Center,Hilton Denver City Center,"{'lat': 39.7469942, 'lng': -104.9901771}",1,0,0,0,0,0,0,18,18,0
Warwick Denver Hotel,Warwick Denver,"{'lat': 39.7444011, 'lng': -104.9832629}",1,0,0,0,0,0,0,18,18,0
Thompson Denver By Hyatt,"Thompson Denver, by Hyatt","{'lat': 39.74988, 'lng': -104.9977969}",1,0,0,0,0,0,0,18,18,0
"SYLO Hotel Denver Airport, a Ramada by Wyndham","SYLO Hotel Denver Airport, a Ramada by Wyndham","{'lat': 39.7628187, 'lng': -104.7899778}",0,0,0,0,0,0,0,18,11,0
11th Avenue Hostel,11th Avenue Hostel,"{'lat': 39.7341235, 'lng': -104.9872267}",1,0,0,0,0,0,0,18,18,0
HomeTowne Studios Denver - Airport/ Aurora,HomeTowne Studios Denver - Airport/ Aurora,"{'lat': 39.7675457, 'lng': -104.81036}",0,0,0,0,0,0,0,18,12,0
DoubleTree by Hilton Denver Aurora,DoubleTree by Hilton Hotel Denver - Aurora,"{'lat': 39.6732688, 'lng': -104.8303601}",1,1,0,0,1,1,0,18,5,0
Kasa RiNo Denver,Kasa RiNo Denver,"{'lat': 39.7639042, 'lng': -104.9915218}",1,0,0,0,0,0,0,18,18,0
Hampton Inn & Suites Denver-Cherry Creek,Hilton Garden Inn Singapore Serangoon,"{'lat': 1.3083868, 'lng': 103.8520416}",0,0,0,0,0,0,0,18,18,0
Days Inn by Wyndham Washington DC/Connecticut Avenue,Days Inn by Wyndham Washington DC/Connecticut Avenue,"{'lat': 38.94693160000001, 'lng': -77.0654825}",2,0,3,1,0,0,0,18,1,1
The St. Gregory Hotel Dupont Circle Georgetown,The St. Gregory Hotel Dupont Circle | Georgetown,"{'lat': 38.9059663, 'lng': -77.04636579999999}",2,0,0,0,1,0,0,18,18,0
Hotel Washington,Hotel Washington,"{'lat': 38.8969586, 'lng': -77.03321369999999}",0,0,0,0,0,0,0,18,17,0
Hotel Lombardy,Hotel Lombardy,"{'lat': 38.9014773, 'lng': -77.0459326}",2,0,0,0,1,0,0,18,17,0
The Royal Sonesta Washington DC Capitol Hill,"The Royal Sonesta Washington, DC Capitol Hill","{'lat': 38.8978798, 'lng': -77.0107108}",1,0,0,0,1,0,0,18,17,0
State Plaza Hotel,State Plaza Hotel,"{'lat': 38.8962403, 'lng': -77.04749439999999}",1,0,0,0,0,0,0,18,17,0
The LINE DC,The LINE DC,"{'lat': 38.9227591, 'lng': -77.0416516}",2,0,0,0,2,0,0,18,17,0
Henley Park Hotel,The Henley Park Hotel,"{'lat': 38.90297770000001, 'lng': -77.02549139999999}",0,0,0,0,0,0,0,18,16,0
citizenM Washington DC NoMa,citizenM Washington DC NoMa hotel,"{'lat': 38.9066585, 'lng': -77.0062694}",1,0,0,0,1,0,0,18,16,0
Capital Hilton,Capital Hilton,"{'lat': 38.9032196, 'lng': -77.0357171}",1,0,0,0,1,0,0,18,16,0
Washington Plaza Hotel,Washington Plaza Hotel,"{'lat': 38.90624760000001, 'lng': -77.0308788}",1,0,0,0,1,0,0,18,16,0
Generator Hotel Washington DC,Generator Washington DC,"{'lat': 38.9159866, 'lng': -77.0466824}",2,0,0,0,1,0,0,18,18,0
Morrison Clark Inn,Morrison-Clark Historic Inn & Restaurant,"{'lat': 38.9043915, 'lng': -77.02672869999999}",0,0,0,0,0,0,0,18,16,0
U Street Capsule Hostel,U Street Hostel,"{'lat': 38.9166612, 'lng': -77.0293469}",1,0,0,0,1,0,0,18,17,0
"2500 Penn, a Placemakr Experience","2500 Penn, a Placemakr Experience, Washington, DC","{'lat': 38.9035351, 'lng': -77.0536048}",3,0,0,0,2,0,0,18,18,0
Grand Hyatt Washington,Grand Hyatt Washington,"{'lat': 38.8993973, 'lng': -77.02654369999999}",0,0,0,0,0,0,0,18,17,0
"Georgetown Residences by LuxUrban, Trademark Coll by Wyndham","Georgetown Residences by LuxUrban, a Trademark Collection by Wyndham","{'lat': 38.90292, 'lng': -77.05833}",3,0,0,0,2,0,0,18,18,0
"ARC HOTEL Washington DC, Georgetown","ARC HOTEL Washington DC, Georgetown","{'lat': 38.9001994, 'lng': -77.05265469999999}",2,0,0,0,1,0,0,18,18,0
The Normandy Hotel,Normandy Hotel Glasgow,"{'lat': 55.88051369999999, 'lng': -4.406776499999999}",5,1,0,2,4,0,0,18,10,0
